item,itemLabel,SECcode,LSGcode,LGDcode
http://www.wikidata.org/entity/Q101198622,Nelliparamabu,G10047013,,
http://www.wikidata.org/entity/Q101198620,Ongodu,G10047011,,
http://www.wikidata.org/entity/Q101198644,Melkulangara,G10048011,,
http://www.wikidata.org/entity/Q101198610,Vellapara,G10047004,,
http://www.wikidata.org/entity/Q101198511,Vazhenkada,G10043007,,
http://www.wikidata.org/entity/Q101198551,Chenamparambu,G10044007,,
http://www.wikidata.org/entity/Q101198583,Chemmanthatta,G10046003,,
http://www.wikidata.org/entity/Q101198630,Athikkal,G10047020,,
http://www.wikidata.org/entity/Q101198564,Edayattur,G10045001,,
http://www.wikidata.org/entity/Q101198584,Karyamad,G10046004,,
http://www.wikidata.org/entity/Q101198523,Punnakode,G10043019,,
http://www.wikidata.org/entity/Q101198631,Pathayikkara,G10047021,,
http://www.wikidata.org/entity/Q101198633,Pallikuth,G10048001,,
http://www.wikidata.org/entity/Q101198638,Pooronakunnu,G10048006,,
http://www.wikidata.org/entity/Q101198606,Areechola,G10046019,,
http://www.wikidata.org/entity/Q101198573,Kanhirampara,G10045009,,
http://www.wikidata.org/entity/Q101198568,Kizhakkumpadam,G10045005,,
http://www.wikidata.org/entity/Q101198580,Kattuchira,G10045016,,
http://www.wikidata.org/entity/Q101198513,Parakanni,G10043009,,
http://www.wikidata.org/entity/Q101198565,Manazhi,G10045002,,
http://www.wikidata.org/entity/Q101198566,Olippuzha,G10045003,,
http://www.wikidata.org/entity/Q101198614,Mattarakkal,G10047005,,
http://www.wikidata.org/entity/Q101198629,Maruthala,G10047019,,
http://www.wikidata.org/entity/Q101198598,Paramboor,G10046014,,
http://www.wikidata.org/entity/Q101198604,Thachinganadam,G10046018,,
http://www.wikidata.org/entity/Q101198617,Puthoor,G10047008,,
http://www.wikidata.org/entity/Q101198522,Edathara,G10043018,,
http://www.wikidata.org/entity/Q101198594,Pattikkad,G10046011,,
http://www.wikidata.org/entity/Q101198516,Aliparamba,G10043012,,
http://www.wikidata.org/entity/Q101198545,Alumkoottam,G10044002,,
http://www.wikidata.org/entity/Q101198590,Anappamkuzhi,G10046008,,
http://www.wikidata.org/entity/Q101198544,Cherukara,G10044001,,
http://www.wikidata.org/entity/Q101198578,Chemmaniyode,G10045014,,
http://www.wikidata.org/entity/Q101198560,Elamkulam,G10044014,,
http://www.wikidata.org/entity/Q101198547,Kizhungathole,G10044003,,
http://www.wikidata.org/entity/Q101198619,Kanjirathadam,G10047010,,
http://www.wikidata.org/entity/Q101198595,Mulliakurssi South,G10046012,,
http://www.wikidata.org/entity/Q101198597,Mulliakurssi North,G10046013,,
http://www.wikidata.org/entity/Q101198601,Nenmini East,G10046016,,
http://www.wikidata.org/entity/Q101198628,Muthiramanna,G10047018,,
http://www.wikidata.org/entity/Q101198512,Vattaparamba,G10043008,,
http://www.wikidata.org/entity/Q101198558,Thekkumpuram,G10044012,,
http://www.wikidata.org/entity/Q101198572,Ucharakkadavu,G10045008,,
http://www.wikidata.org/entity/Q101198636,Thelakkad,G10048004,,
http://www.wikidata.org/entity/Q101198554,Kunnakkavu,G10044009,,
http://www.wikidata.org/entity/Q101198509,Edaikkal,G10043006,,
http://www.wikidata.org/entity/Q101198574,Ayilakkara,G10045010,,
http://www.wikidata.org/entity/Q101198645,Cherangarakunnu,G10048012,,
http://www.wikidata.org/entity/Q101198525,Muzhannamanna,G10043020,,
http://www.wikidata.org/entity/Q101198555,Mallisseri,G10044010,,
http://www.wikidata.org/entity/Q101198521,Paral,G10043017,,
http://www.wikidata.org/entity/Q101198609,Kappumugam,G10047003,,
http://www.wikidata.org/entity/Q101198623,Kappuparamaba,G10047014,,
http://www.wikidata.org/entity/Q101198624,Karinkallathani,G10047015,,
http://www.wikidata.org/entity/Q101198637,Kappu,G10048005,,
http://www.wikidata.org/entity/Q101198616,Manthonikkunnu,G10047007,,
http://www.wikidata.org/entity/Q101198518,Thekkepuram,G10043014,,
http://www.wikidata.org/entity/Q101198576,Valayappuram,G10045012,,
http://www.wikidata.org/entity/Q101198571,Chanthappadi,G10045007,,
http://www.wikidata.org/entity/Q101198552,Muthukurussi,G10044008,,
http://www.wikidata.org/entity/Q101198520,Thootha,G10043016,,
http://www.wikidata.org/entity/Q101195999,Chakkarakulamb,G09035008,,
http://www.wikidata.org/entity/Q101196061,Chindakki,G09040001,,
http://www.wikidata.org/entity/Q101196073,Chitture,G09040013,,
http://www.wikidata.org/entity/Q101196016,Irumbakachola,G09036007,,
http://www.wikidata.org/entity/Q101196004,Kulappadam,G09035013,,
http://www.wikidata.org/entity/Q101196001,Mothikkal,G09035010,,
http://www.wikidata.org/entity/Q101196049,Kozhiyode,G09038004,,
http://www.wikidata.org/entity/Q101196019,Mundakunnu,G09036010,,
http://www.wikidata.org/entity/Q101196005,Ozhukupara,G09035014,,
http://www.wikidata.org/entity/Q101196028,Nottamala,G09036019,,
http://www.wikidata.org/entity/Q101196015,Poonchola,G09036006,,
http://www.wikidata.org/entity/Q101196065,Parappanthara,G09040005,,
http://www.wikidata.org/entity/Q101196025,Thrikkallur,G09036016,,
http://www.wikidata.org/entity/Q101206887,Muthuvally,G09039010,,
http://www.wikidata.org/entity/Q101196058,Thachampara,G09038013,,
http://www.wikidata.org/entity/Q101196010,Kalayamkode,G09036001,,
http://www.wikidata.org/entity/Q101196087,Kolappadi,G09041003,,
http://www.wikidata.org/entity/Q101196066,Pattimalam,G09040006,,
http://www.wikidata.org/entity/Q101196078,Ommala,G09040018,,
http://www.wikidata.org/entity/Q101206885,Kanhiravally,G09039009,,
http://www.wikidata.org/entity/Q101206871,Thathengalam,G09039001,,
http://www.wikidata.org/entity/Q101196069,Agali,G09040009,,
http://www.wikidata.org/entity/Q101195998,Chungam,G09035007,,
http://www.wikidata.org/entity/Q101206883,Thenkara,G09039008,,
http://www.wikidata.org/entity/Q101195996,Akkipadam,G09035005,,
http://www.wikidata.org/entity/Q101196013,Kallamkulam,G09036004,,
http://www.wikidata.org/entity/Q101196021,Kanjiram,G09036012,,
http://www.wikidata.org/entity/Q101196011,Kumbalamchola,G09036002,,
http://www.wikidata.org/entity/Q101196059,Nedumannu,G09038014,,
http://www.wikidata.org/entity/Q101196086,Paloor,G09041002,,
http://www.wikidata.org/entity/Q101196003,Vendamkurussi,G09035012,,
http://www.wikidata.org/entity/Q101196017,Varmamkode,G09036008,,
http://www.wikidata.org/entity/Q101195994,Payyanadam,G09035003,,
http://www.wikidata.org/entity/Q101196006,Ariyoor,G09035015,,
http://www.wikidata.org/entity/Q101196053,Cheenikkapara,G09038008,,
http://www.wikidata.org/entity/Q101196008,Kunnathully,G09035017,,
http://www.wikidata.org/entity/Q101196077,Jellippara,G09040017,,
http://www.wikidata.org/entity/Q101196072,Nellippathy,G09040012,,
http://www.wikidata.org/entity/Q101196064,Thavalam,G09040004,,
http://www.wikidata.org/entity/Q101206878,Anamooli,G09039005,,
http://www.wikidata.org/entity/Q101206897,Cherumkulam,G09039016,,
http://www.wikidata.org/entity/Q101206899,Kaithachira,G09039017,,
http://www.wikidata.org/entity/Q101206896,Mundakkanni,G09039015,,
http://www.wikidata.org/entity/Q101196074,Karara,G09040014,,
http://www.wikidata.org/entity/Q101196000,Changaleeri,G09035009,,
http://www.wikidata.org/entity/Q101196026,Chirakkalpadi,G09036017,,
http://www.wikidata.org/entity/Q101196068,Bhoothivazhy,G09040008,,
http://www.wikidata.org/entity/Q101195993,Karappadam,G09035002,,
http://www.wikidata.org/entity/Q101195989,Maleriyam,G09034020,,
http://www.wikidata.org/entity/Q101195990,Naleerikunnu,G09034021,,
http://www.wikidata.org/entity/Q101195992,Nechully,G09035001,,
http://www.wikidata.org/entity/Q101195997,Mylamkode,G09035006,,
http://www.wikidata.org/entity/Q101196083,Kalkkandy,G09040021,,
http://www.wikidata.org/entity/Q101196089,Ummathampadi,G09041005,,
http://www.wikidata.org/entity/Q101206876,Mezhukumpara,G09039004,,
http://www.wikidata.org/entity/Q101196090,Pudur,G09041006,,
http://www.wikidata.org/entity/Q101195995,Ederam,G09035004,,
http://www.wikidata.org/entity/Q101196054,Irumbamutty,G09038009,,
http://www.wikidata.org/entity/Q101196047,Kootambadam,G09038002,,
http://www.wikidata.org/entity/Q101196071,Kavundikkal,G09040011,,
http://www.wikidata.org/entity/Q101196048,Valanjapalam,G09038003,,
http://www.wikidata.org/entity/Q101196088,Swarnnagadha,G09041004,,
http://www.wikidata.org/entity/Q101206890,Manaladi,G09039012,,
http://www.wikidata.org/entity/Q101196062,Chemmannur,G09040002,,
http://www.wikidata.org/entity/Q101196082,Chinnapparambu,G09040020,,
http://www.wikidata.org/entity/Q101196012,Kallamala,G09036003,,
http://www.wikidata.org/entity/Q101196024,Kallamkuzhi,G09036015,,
http://www.wikidata.org/entity/Q101196070,Goolikkadavu,G09040010,,
http://www.wikidata.org/entity/Q101196023,Kuppakurussi,G09036014,,
http://www.wikidata.org/entity/Q101196027,Kottiyode,G09036018,,
http://www.wikidata.org/entity/Q101196002,Njettarakadavu,G09035011,,
http://www.wikidata.org/entity/Q101196079,Kallamala,G09040019,,
http://www.wikidata.org/entity/Q101196067,Kottathara,G09040007,,
http://www.wikidata.org/entity/Q101196007,Pallikunnu,G09035016,,
http://www.wikidata.org/entity/Q101196020,Pallippadi,G09036011,,
http://www.wikidata.org/entity/Q101196050,Mundambalam,G09038005,,
http://www.wikidata.org/entity/Q101196060,Mattom,G09038015,,
http://www.wikidata.org/entity/Q101196009,Puthillam,G09035018,,
http://www.wikidata.org/entity/Q101196051,Pichalamunda,G09038006,,
http://www.wikidata.org/entity/Q101206882,Kolppadam,G09039007,,
http://www.wikidata.org/entity/Q101206880,Kottiyode,G09039006,,
http://www.wikidata.org/entity/Q101206888,Parasseri,G09039011,,
http://www.wikidata.org/entity/Q101206874,Melamuri,G09039003,,
http://www.wikidata.org/entity/Q101196046,Chooriyode,G09038001,,
http://www.wikidata.org/entity/Q101196018,Kanjirapuzha,G09036009,,
http://www.wikidata.org/entity/Q101195991,Thiruvizhamkunnu,G09034022,,
http://www.wikidata.org/entity/Q101196014,Ambamkunnu,G09036005,,
http://www.wikidata.org/entity/Q101196022,Akkiyampadam,G09036013,,
http://www.wikidata.org/entity/Q101196056,Chendhandu,G09038011,,
http://www.wikidata.org/entity/Q101196091,Chavadiyoor,G09041007,,
http://www.wikidata.org/entity/Q101196075,Guddayur,G09040015,,
http://www.wikidata.org/entity/Q101196076,Kandiyure,G09040016,,
http://www.wikidata.org/entity/Q101196052,Palakkayam,G09038007,,
http://www.wikidata.org/entity/Q101196063,Pakkulam,G09040003,,
http://www.wikidata.org/entity/Q101196057,Ponnamkode,G09038012,,
http://www.wikidata.org/entity/Q101196055,Vakkodan,G09038010,,
http://www.wikidata.org/entity/Q101196084,Thudukki,G09041001,,
http://www.wikidata.org/entity/Q101206872,Karimbankunnu,G09039002,,
http://www.wikidata.org/entity/Q101206894,Punchakode,G09039014,,
http://www.wikidata.org/entity/Q101206892,Vellaramkunnu,G09039013,,
http://www.wikidata.org/entity/Q101196782,Parassery,G09087006,,
http://www.wikidata.org/entity/Q101196779,Cherukunnam,G09087005,,
http://www.wikidata.org/entity/Q101196852,Appakkad,G09088010,,
http://www.wikidata.org/entity/Q101196796,Kottekulam,G09087011,,
http://www.wikidata.org/entity/Q101196811,Korenchira,G09087016,,
http://www.wikidata.org/entity/Q101196870,Pazhamapalakkode,G09089002,,
http://www.wikidata.org/entity/Q101196790,Ambittantharissu,G09087009,,
http://www.wikidata.org/entity/Q101196681,Kumbalakkode,G09084004,,
http://www.wikidata.org/entity/Q101196838,Chandhappura,G09088004,,
http://www.wikidata.org/entity/Q101196723,Peechamkode,G09086001,,
http://www.wikidata.org/entity/Q101196816,Manjalikulambu,G09087018,,
http://www.wikidata.org/entity/Q101196835,Pattola,G09088003,,
http://www.wikidata.org/entity/Q101196777,Thachakkode,G09087004,,
http://www.wikidata.org/entity/Q101196685,Perungulam,G09084008,,
http://www.wikidata.org/entity/Q101196718,Erimayur,G09085017,,
http://www.wikidata.org/entity/Q101196725,Padur,G09086002,,
http://www.wikidata.org/entity/Q101196706,Vadakkethara,G09085012,,
http://www.wikidata.org/entity/Q101196129,Canal,G09083015,,
http://www.wikidata.org/entity/Q101196739,Arappuzha,G09086007,,
http://www.wikidata.org/entity/Q101196741,Chundakkad,G09086008,,
http://www.wikidata.org/entity/Q101196699,Koottala,G09085005,,
http://www.wikidata.org/entity/Q101196751,Kongalakkode,G09086012,,
http://www.wikidata.org/entity/Q101196721,Marakkavu,G09085018,,
http://www.wikidata.org/entity/Q101196784,Odamthode,G09087007,,
http://www.wikidata.org/entity/Q101196705,Thekkethara,G09085011,,
http://www.wikidata.org/entity/Q101196753,Veppilassery,G09086013,,
http://www.wikidata.org/entity/Q101196799,Thekkinkalla,G09087012,,
http://www.wikidata.org/entity/Q101196830,Thiruvadi,G09088001,,
http://www.wikidata.org/entity/Q101196772,Vadakkathara,G09087002,,
http://www.wikidata.org/entity/Q101196124,Olassery,G09083010,,
http://www.wikidata.org/entity/Q101196126,Pezhumpallam,G09083012,,
http://www.wikidata.org/entity/Q101196694,Alathur Town,G09084016,,
http://www.wikidata.org/entity/Q101196693,Chandhapura,G09084015,,
http://www.wikidata.org/entity/Q101196683,Gandhi Junction,G09084006,,
http://www.wikidata.org/entity/Q101196744,Mooppuparambu,G09086009,,
http://www.wikidata.org/entity/Q101196709,Pullode,G09085014,,
http://www.wikidata.org/entity/Q101196682,Thrippalur,G09084005,,
http://www.wikidata.org/entity/Q101196805,Kalavappadam,G09087014,,
http://www.wikidata.org/entity/Q101196678,Vengannur,G09084001,,
http://www.wikidata.org/entity/Q101196712,Thrippalur,G09085015,,
http://www.wikidata.org/entity/Q101196840,Manappadam,G09088005,,
http://www.wikidata.org/entity/Q101196842,Theruvu,G09088006,,
http://www.wikidata.org/entity/Q101196127,Thiruvalathur,G09083013,,
http://www.wikidata.org/entity/Q101196695,Ariyakkode,G09085001,,
http://www.wikidata.org/entity/Q101196702,Chenkaram,G09085008,,
http://www.wikidata.org/entity/Q101196692,Keezhpadam,G09084014,,
http://www.wikidata.org/entity/Q101196701,Kuthirappara,G09085007,,
http://www.wikidata.org/entity/Q101196827,Cheerakuzhy,G09087022,,
http://www.wikidata.org/entity/Q101196774,Kozhukkully,G09087003,,
http://www.wikidata.org/entity/Q101196707,Panthalamkode,G09085013,,
http://www.wikidata.org/entity/Q101196822,Karappadam,G09087020,,
http://www.wikidata.org/entity/Q101196833,Kanakkannur,G09088002,,
http://www.wikidata.org/entity/Q101196793,Palakkuzhy,G09087010,,
http://www.wikidata.org/entity/Q101196878,Nechur,G09089005,,
http://www.wikidata.org/entity/Q101196746,Anamary,G09086010,,
http://www.wikidata.org/entity/Q101196698,Kolakkapadam,G09085004,,
http://www.wikidata.org/entity/Q101196847,Anjumuri,G09088008,,
http://www.wikidata.org/entity/Q101196758,Kunninpuram,G09086015,,
http://www.wikidata.org/entity/Q101196762,Kunduthodi,G09086017,,
http://www.wikidata.org/entity/Q101196737,Muthanode,G09086006,,
http://www.wikidata.org/entity/Q101196684,Puthiyangam,G09084007,,
http://www.wikidata.org/entity/Q101196862,Kottarassery,G09088013,,
http://www.wikidata.org/entity/Q101196876,Kuttancode,G09089004,,
http://www.wikidata.org/entity/Q101196814,Valkulambu,G09087017,,
http://www.wikidata.org/entity/Q101196864,Thekkeppotta,G09088014,,
http://www.wikidata.org/entity/Q101196128,Kallingal,G09083014,,
http://www.wikidata.org/entity/Q101196769,Kizhakkenchery,G09087001,,
http://www.wikidata.org/entity/Q101196734,Pathanapuram,G09086005,,
http://www.wikidata.org/entity/Q101196715,Chullimada,G09085016,,
http://www.wikidata.org/entity/Q101196691,Erattakulam,G09084013,,
http://www.wikidata.org/entity/Q101196760,Cheenikkode,G09086016,,
http://www.wikidata.org/entity/Q101196748,Erattakulam,G09086011,,
http://www.wikidata.org/entity/Q101196700,Kannampulli,G09085006,,
http://www.wikidata.org/entity/Q101196688,Kunnakkad,G09084011,,
http://www.wikidata.org/entity/Q101196703,Koleppadam,G09085009,,
http://www.wikidata.org/entity/Q101196689,Maruthangade,G09084012,,
http://www.wikidata.org/entity/Q101196697,Maruthakkode,G09085003,,
http://www.wikidata.org/entity/Q101196824,Elamkavu,G09087021,,
http://www.wikidata.org/entity/Q101196873,Cherikkal,G09089003,,
http://www.wikidata.org/entity/Q101196679,Parakkunnam,G09084002,,
http://www.wikidata.org/entity/Q101196850,Gramam,G09088009,,
http://www.wikidata.org/entity/Q101196819,Kottekkad,G09087019,,
http://www.wikidata.org/entity/Q101196807,Moolamkode,G09087015,,
http://www.wikidata.org/entity/Q101196856,Keezha,G09088011,,
http://www.wikidata.org/entity/Q101196686,Thekkumuri,G09084009,,
http://www.wikidata.org/entity/Q101196755,Thennilapuram,G09086014,,
http://www.wikidata.org/entity/Q101196859,Valamcode,G09088012,,
http://www.wikidata.org/entity/Q101196868,Thottumpalla,G09089001,,
http://www.wikidata.org/entity/Q101196728,Kallepully,G09086003,,
http://www.wikidata.org/entity/Q101196704,Kunissery,G09085010,,
http://www.wikidata.org/entity/Q101196125,Thasrack,G09083011,,
http://www.wikidata.org/entity/Q101196680,Bank Road,G09084003,,
http://www.wikidata.org/entity/Q101196696,Cheranadu,G09085002,,
http://www.wikidata.org/entity/Q101196687,Kattussery,G09084010,,
http://www.wikidata.org/entity/Q101196880,Ambattuparambu,G09089006,,
http://www.wikidata.org/entity/Q101196866,Ayyappankunnu,G09088015,,
http://www.wikidata.org/entity/Q101196787,Kakkanchery,G09087008,,
http://www.wikidata.org/entity/Q101196731,Valiyaparambu,G09086004,,
http://www.wikidata.org/entity/Q101196802,Puthankulambu,G09087013,,
http://www.wikidata.org/entity/Q101196844,Thachanadi,G09088007,,
http://www.wikidata.org/entity/Q101194442,Kizhuppillikkara,G08054009,,
http://www.wikidata.org/entity/Q101194458,Pullu,G08055004,,
http://www.wikidata.org/entity/Q101194451,Boat Kadavu,G08054018,,
http://www.wikidata.org/entity/Q101194455,Chazhur North,G08055002,,
http://www.wikidata.org/entity/Q101194473,Chazhur West,G08055018,,
http://www.wikidata.org/entity/Q101194471,Janatha,G08055016,,
http://www.wikidata.org/entity/Q101194465,Kolothumkadavu,G08055011,,
http://www.wikidata.org/entity/Q101194429,Muttichur,G08053013,,
http://www.wikidata.org/entity/Q101194420,Panchayath Office Bhagam,G08053005,,
http://www.wikidata.org/entity/Q101194450,Painoor,G08054017,,
http://www.wikidata.org/entity/Q101194416,Pulambuzha,G08053001,,
http://www.wikidata.org/entity/Q101194437,Vadakkumury South,G08054004,,
http://www.wikidata.org/entity/Q101194983,Fisheries School West,G08051014,,
http://www.wikidata.org/entity/Q101194982,Kara West,G08051013,,
http://www.wikidata.org/entity/Q101194978,Kunjayini,G08051009,,
http://www.wikidata.org/entity/Q101194984,Marketwest,G08052001,,
http://www.wikidata.org/entity/Q101194965,Pathiyasserry,G08050017,,
http://www.wikidata.org/entity/Q101194447,Thanniyam,G08054014,,
http://www.wikidata.org/entity/Q101194991,Eriyad,G08052008,,
http://www.wikidata.org/entity/Q101194443,Azhimavu,G08054010,,
http://www.wikidata.org/entity/Q101194423,Puthenpeedika West,G08053008,,
http://www.wikidata.org/entity/Q101194449,Peringottukarapadam,G08054016,,
http://www.wikidata.org/entity/Q101194466,Pazhuvil Centre,G08055012,,
http://www.wikidata.org/entity/Q101194467,Pazhuvil West,G08055013,,
http://www.wikidata.org/entity/Q101195001,Munakkal,G08052017,,
http://www.wikidata.org/entity/Q101194462,Inchamudi,G08055008,,
http://www.wikidata.org/entity/Q101195005,Hospital,G08052021,,
http://www.wikidata.org/entity/Q101194481,Ambalakkadu,G08056006,,
http://www.wikidata.org/entity/Q101194475,Palazhy,G08056001,,
http://www.wikidata.org/entity/Q101194444,Thanniyam South,G08054011,,
http://www.wikidata.org/entity/Q101194448,Thanniyam North,G08054015,,
http://www.wikidata.org/entity/Q101194435,Vadakkumury,G08054002,,
http://www.wikidata.org/entity/Q101194436,Vadakkumury North,G08054003,,
http://www.wikidata.org/entity/Q101194974,Edavilangu North,G08051005,,
http://www.wikidata.org/entity/Q101194973,Edavilangu,G08051004,,
http://www.wikidata.org/entity/Q101194979,Kara East,G08051010,,
http://www.wikidata.org/entity/Q101194990,Madavana,G08052007,,
http://www.wikidata.org/entity/Q101194417,Mangattukara,G08053002,,
http://www.wikidata.org/entity/Q101194992,Industrial,G08052009,,
http://www.wikidata.org/entity/Q101194986,Block,G08052003,,
http://www.wikidata.org/entity/Q101194999,Church,G08052015,,
http://www.wikidata.org/entity/Q101194996,Temple,G08052012,,
http://www.wikidata.org/entity/Q101194425,Padiyam,G08053010,,
http://www.wikidata.org/entity/Q101194434,Chemmappilly North,G08054001,,
http://www.wikidata.org/entity/Q101194461,Kottam,G08055007,,
http://www.wikidata.org/entity/Q101194421,Panchayath Ground Bhagam,G08053006,,
http://www.wikidata.org/entity/Q101194470,Pazhuvil East,G08055015,,
http://www.wikidata.org/entity/Q101194472,Pazhuvil North,G08055017,,
http://www.wikidata.org/entity/Q101194969,Asmabicollege,G08050021,,
http://www.wikidata.org/entity/Q101195000,Azhicode Jetty,G08052016,,
http://www.wikidata.org/entity/Q101194972,Fisheries School,G08051003,,
http://www.wikidata.org/entity/Q101194964,Nelpini,G08050016,,
http://www.wikidata.org/entity/Q101194968,P Vemballur,G08050020,,
http://www.wikidata.org/entity/Q101194966,Thaniyambasar,G08050018,,
http://www.wikidata.org/entity/Q101194998,T. T. I,G08052014,,
http://www.wikidata.org/entity/Q101194997,Society,G08052013,,
http://www.wikidata.org/entity/Q101195004,Light House,G08052020,,
http://www.wikidata.org/entity/Q101194418,Anthikad North,G08053003,,
http://www.wikidata.org/entity/Q101194479,Anakkadu,G08056005,,
http://www.wikidata.org/entity/Q101194463,Karoopadam,G08055009,,
http://www.wikidata.org/entity/Q101194477,Manalur Kizhakkumuri,G08056003,,
http://www.wikidata.org/entity/Q101194988,Katakulam,G08052005,,
http://www.wikidata.org/entity/Q101194980,Puthiya Road East,G08051011,,
http://www.wikidata.org/entity/Q101195002,Vakachal,G08052018,,
http://www.wikidata.org/entity/Q101194985,Market East,G08052002,,
http://www.wikidata.org/entity/Q101195006,Dispensary,G08052022,,
http://www.wikidata.org/entity/Q101194993,Cheraman,G08052010,,
http://www.wikidata.org/entity/Q101194424,Anthikad South,G08053009,,
http://www.wikidata.org/entity/Q101194432,Karamakkal,G08053015,,
http://www.wikidata.org/entity/Q101194430,Kottaraparambu,G08053014,,
http://www.wikidata.org/entity/Q101194446,Kizhakkumuri West,G08054013,,
http://www.wikidata.org/entity/Q101194445,Vendara,G08054012,,
http://www.wikidata.org/entity/Q101194981,Arappa,G08051012,,
http://www.wikidata.org/entity/Q101194975,Pathinattarayalam,G08051006,,
http://www.wikidata.org/entity/Q101194989,Athani,G08052006,,
http://www.wikidata.org/entity/Q101194460,Purathur,G08055006,,
http://www.wikidata.org/entity/Q101194427,Anjangadi,G08053011,,
http://www.wikidata.org/entity/Q101194419,Cheriyankulangara Bhagam,G08053004,,
http://www.wikidata.org/entity/Q101194478,Anakkadu Vadakku,G08056004,,
http://www.wikidata.org/entity/Q101194464,Chirakkal,G08055010,,
http://www.wikidata.org/entity/Q101194438,Kizhakkumury,G08054005,,
http://www.wikidata.org/entity/Q101194439,Kizhakkumury South,G08054006,,
http://www.wikidata.org/entity/Q101194476,Manalur Vadakkumuri,G08056002,,
http://www.wikidata.org/entity/Q101194422,Puthenpeedika East,G08053007,,
http://www.wikidata.org/entity/Q101194440,Somasekhara Nagar,G08054007,,
http://www.wikidata.org/entity/Q101194967,Kadappuram,G08050019,,
http://www.wikidata.org/entity/Q101194970,Kathiyalam,G08051001,,
http://www.wikidata.org/entity/Q101194994,Krishibhavan,G08052011,,
http://www.wikidata.org/entity/Q101195003,Menonbazar,G08052019,,
http://www.wikidata.org/entity/Q101194977,Panchayath Office,G08051008,,
http://www.wikidata.org/entity/Q101195007,Arattuvazhi,G08052023,,
http://www.wikidata.org/entity/Q101194459,Alapad,G08055005,,
http://www.wikidata.org/entity/Q101194453,Vappuzha,G08055001,,
http://www.wikidata.org/entity/Q101194987,Thiruvallur,G08052004,,
http://www.wikidata.org/entity/Q101194428,Choorakode,G08053012,,
http://www.wikidata.org/entity/Q101194457,Chazhur East,G08055003,,
http://www.wikidata.org/entity/Q101194441,Karuvamkulam,G08054008,,
http://www.wikidata.org/entity/Q101194468,Pazhuvil,G08055014,,
http://www.wikidata.org/entity/Q101194971,Mahila Samajam,G08051002,,
http://www.wikidata.org/entity/Q101194976,Podiyan Bazar,G08051007,,
http://www.wikidata.org/entity/Q101200323,Ummathoor,G11005014,,
http://www.wikidata.org/entity/Q101200341,Aalissery,G11010010,,
http://www.wikidata.org/entity/Q101200315,Jathiyeri,G11005009,,
http://www.wikidata.org/entity/Q101200407,Chalappuram North,G11007012,,
http://www.wikidata.org/entity/Q101200305,Kayalottu Thazhe,G11005003,,
http://www.wikidata.org/entity/Q101200316,Kallummal,G11005010,,
http://www.wikidata.org/entity/Q101200392,Mudavantheri East,G11007003,,
http://www.wikidata.org/entity/Q101200458,Karukulam,G11009011,,
http://www.wikidata.org/entity/Q101200460,Kommiyode,G11009012,,
http://www.wikidata.org/entity/Q101200465,Kulapparamp,G11009015,,
http://www.wikidata.org/entity/Q101200343,Thalayi North,G11010011,,
http://www.wikidata.org/entity/Q101200345,Thalayi,G11010012,,
http://www.wikidata.org/entity/Q101200451,Nidumparamp,G11009007,,
http://www.wikidata.org/entity/Q101200362,Vilathapuram,G11006004,,
http://www.wikidata.org/entity/Q101200410,Tuneri Twon,G11007014,,
http://www.wikidata.org/entity/Q101200467,Vanimel,G11009016,,
http://www.wikidata.org/entity/Q101200500,Vishnumangalam West,G11011004,,
http://www.wikidata.org/entity/Q101200318,Puliyavu,G11005011,,
http://www.wikidata.org/entity/Q101200336,Kacheri,G11010007,,
http://www.wikidata.org/entity/Q101200394,Avolam,G11007005,,
http://www.wikidata.org/entity/Q101200330,Iringannur High School,G11010003,,
http://www.wikidata.org/entity/Q101200308,Kizhakke Kuruvantheri,G11005005,,
http://www.wikidata.org/entity/Q101200453,Chittaari,G11009008,,
http://www.wikidata.org/entity/Q101200313,South Chekkiad,G11005008,,
http://www.wikidata.org/entity/Q101200411,Mudavantheri,G11007015,,
http://www.wikidata.org/entity/Q101200435,Maniyala,G11008013,,
http://www.wikidata.org/entity/Q101200463,Kodiyura,G11009014,,
http://www.wikidata.org/entity/Q101200393,Perode,G11007004,,
http://www.wikidata.org/entity/Q101200366,Vattapoyil,G11006006,,
http://www.wikidata.org/entity/Q101203332,Kuruvantheri,G11005006,,
http://www.wikidata.org/entity/Q101200338,Edacheri North,G11010008,,
http://www.wikidata.org/entity/Q101200424,Chaliyattu Poyil,G11008007,,
http://www.wikidata.org/entity/Q101200357,Highschool,G11006001,,
http://www.wikidata.org/entity/Q101200351,Kakkannur`,G11010015,,
http://www.wikidata.org/entity/Q101200335,Kottembram,G11010006,,
http://www.wikidata.org/entity/Q101200390,Kalathara,G11007002,,
http://www.wikidata.org/entity/Q101200379,Kuningad,G11006013,,
http://www.wikidata.org/entity/Q101200381,Kunhallur,G11006014,,
http://www.wikidata.org/entity/Q101200408,Kannankai,G11007013,,
http://www.wikidata.org/entity/Q101200402,Kodanchery North,G11007009,,
http://www.wikidata.org/entity/Q101200417,Kallunira,G11008003,,
http://www.wikidata.org/entity/Q101200303,Thanakkottoor,G11005002,,
http://www.wikidata.org/entity/Q101200359,Purameri,G11006002,,
http://www.wikidata.org/entity/Q101200423,Neeland,G11008006,,
http://www.wikidata.org/entity/Q101200355,Thuruthi,G11010017,,
